read,type,id,X,Y,Z
1152,3,2,4,523,24
1153,3,3,345,306,11
1154,1,3,672,41,16
1155,5,3,20,214,13
1156,2,1,58,301,9
1157,1,2,164,143,4
1158,3,1,378,181,11
1159,5,2,6,367,2
1160,5,2,565,337,14
1161,3,3,119,96,12
1162,3,2,40,89,24
1163,3,3,28,441,16
1164,2,2,429,461,11
1165,5,3,581,564,22
1166,4,3,36,289,2
1167,2,3,130,103,20
1168,1,1,56,418,5
1169,4,2,70,5,18
1170,1,2,332,489,11
1171,3,1,353,480,8
1172,5,2,422,559,2
1173,1,2,613,339,19
1174,3,2,129,266,14
1175,4,1,797,120,3
1176,5,2,148,510,8
1177,4,2,651,425,20
1178,1,2,498,98,15
1179,4,1,69,497,17
1180,3,3,765,471,11
1181,3,2,645,34,15
1182,5,2,175,478,12
1183,4,3,337,11,17
1184,5,1,512,186,9
1185,5,2,79,114,13
1186,5,3,736,150,16
1187,1,3,456,369,25
1188,2,3,482,303,11
1189,1,2,654,381,16
1190,1,2,667,170,24
1191,3,1,633,34,14
1192,1,1,321,333,7
1193,3,2,534,59,21
1194,5,1,245,178,23
1195,4,2,624,500,15
1196,4,2,37,187,23
1197,5,3,531,511,7
1198,5,2,707,593,20
1199,4,1,612,538,19
1200,2,2,71,128,21
1201,2,2,53,16,15
1202,5,3,685,244,17
1203,1,3,628,474,25
1204,1,3,66,368,7
1205,1,3,198,421,1
1206,2,1,733,124,23
1207,5,1,217,376,23
1208,5,3,364,92,12
1209,3,3,169,586,10
1210,3,3,495,253,16
1211,2,3,52,355,16
1212,5,1,505,188,18
1213,2,3,77,437,3
1214,4,2,377,319,19
1215,2,1,167,591,5
1216,2,3,56,385,8
1217,1,1,377,126,22
1218,3,3,36,232,18
1219,5,1,66,588,4
1220,4,2,290,379,20
1221,1,1,697,462,11
1222,5,2,607,455,2
1223,1,2,705,199,19
1224,4,3,430,494,16
1225,5,3,586,378,9
1226,4,2,705,147,3
1227,2,1,563,589,17
1228,4,2,717,457,8
1229,4,2,540,280,19
1230,3,1,311,215,11
1231,1,3,575,148,6
1232,5,2,609,212,20
1233,2,3,67,347,3
1234,1,2,755,333,14
1235,1,3,330,458,5
1236,3,2,257,576,22
1237,3,1,760,114,7
1238,5,1,151,361,21
1239,1,2,282,484,20
1240,5,3,675,68,25
1241,5,2,358,355,3
1242,1,1,4,573,10
1243,4,3,557,566,22
1244,3,3,210,64,2
1245,4,1,40,408,13
1246,3,1,187,433,7
1247,4,2,221,109,19
1248,1,3,658,409,16
1249,2,1,68,27,22
1250,2,3,748,88,22
1251,3,1,255,142,11
1252,5,2,68,195,16
1253,3,3,532,238,4
1254,3,2,670,474,15
1255,5,3,210,74,3
1256,3,2,25,161,10
1257,1,2,455,157,21
1258,2,1,140,185,5
1259,2,1,401,367,7
1260,2,3,361,356,8
1261,3,3,671,355,5
1262,4,1,752,506,20
1263,3,1,726,493,9
1264,3,2,149,146,25
1265,2,1,98,106,25
1266,5,3,798,489,19
1267,3,2,706,73,14
1268,4,2,116,99,10
1269,1,1,500,505,9
1270,5,1,357,20,13
1271,3,3,38,270,13
1272,3,2,219,440,5
1273,1,1,536,211,20
1274,2,3,311,160,5
1275,2,3,172,283,5
1276,4,3,546,416,22
1277,2,1,247,512,11
1278,1,3,201,369,19
1279,1,2,371,298,9
1280,4,3,124,532,24
1281,2,2,706,138,23
1282,4,2,585,548,4
1283,1,2,162,321,24
1284,4,3,662,356,7
1285,2,3,425,178,2
1286,4,1,490,46,12
1287,4,1,111,344,14
1288,3,2,487,314,17
1289,5,2,47,594,21
1290,4,1,366,455,25
1291,1,3,301,117,15
1292,1,1,595,106,4
1293,4,2,275,154,21
1294,3,2,568,469,21
1295,5,2,272,150,8
1296,2,3,288,52,12
1297,4,2,604,392,18
1298,2,2,789,193,25
1299,2,1,441,372,10
1300,1,2,496,554,18
1301,3,3,190,589,7
1302,3,2,45,384,3
1303,4,3,501,215,17
1304,3,1,444,345,5
1305,2,2,345,42,12
1306,1,2,391,83,13
1307,2,3,14,230,11
1308,1,1,29,59,22
1309,4,3,364,250,17
1310,4,1,175,479,19
1311,3,1,135,95,16
1312,2,3,166,459,19
1313,3,3,36,342,22
1314,5,3,221,478,7
1315,1,1,494,267,16
1316,2,1,96,388,11
1317,5,2,790,345,22
1318,1,1,51,226,1
1319,2,3,244,243,25
1320,1,3,678,497,17
1321,3,2,234,28,16
1322,3,3,535,46,10
1323,1,2,406,414,2
1324,5,2,255,498,21
1325,3,2,598,24,16
1326,5,3,13,550,15
1327,4,3,365,110,8
1328,5,3,264,405,19
1329,5,3,516,559,12
1330,2,1,519,441,21
1331,4,3,629,308,18
1332,3,3,183,199,13
1333,4,1,368,578,3
1334,4,1,356,132,24
1335,2,3,479,354,3
1336,3,1,631,468,2
1337,4,3,262,487,20
1338,1,2,422,81,20
1339,4,2,68,186,1
1340,1,3,613,466,9
1341,5,2,200,122,10
1342,3,3,115,247,16
1343,1,1,87,587,22
1344,4,2,238,253,13
1345,4,3,174,83,8
1346,1,1,66,259,2
1347,2,2,144,432,1
1348,4,1,585,68,21
1349,1,3,619,190,2
1350,3,3,300,85,14
1351,5,3,61,431,21
1352,5,2,245,456,16
1353,3,2,109,197,5
1354,2,1,298,400,23
1355,5,3,529,107,24
1356,3,2,407,214,25
1357,4,2,201,279,23
1358,5,2,709,143,24
1359,3,2,675,303,16
1360,4,1,501,565,20
1361,5,3,20,95,13
1362,3,3,101,225,20
1363,4,3,306,466,12
1364,4,3,218,120,3
1365,1,2,611,547,8
1366,1,3,718,79,7
1367,3,1,501,354,11
1368,2,3,495,398,20
1369,1,2,668,340,23
1370,1,3,468,290,6
1371,1,1,655,218,23
1372,5,1,107,295,16
1373,1,2,535,133,24
1374,3,1,481,272,25
1375,5,3,645,411,23
1376,1,3,150,411,19
1377,4,2,597,137,4
1378,4,2,391,546,5
1379,3,1,74,321,14
1380,3,3,740,431,24
1381,4,1,75,563,21
1382,4,3,492,16,17
1383,2,2,54,300,23
1384,1,1,734,122,17
1385,3,2,669,600,12
1386,5,1,275,212,7
1387,5,2,537,22,25
1388,5,3,410,69,15
1389,5,3,271,523,7
1390,2,3,584,122,3
1391,4,3,40,173,2
1392,4,1,669,319,4
1393,5,1,436,313,12
1394,1,3,21,172,6
1395,4,1,282,216,2
1396,4,3,573,251,6
1397,2,1,517,377,2
1398,1,2,64,215,9
1399,3,3,212,219,20
1400,5,3,278,271,19
1401,5,1,693,474,24
1402,5,1,183,365,1
1403,1,1,574,464,12
1404,2,1,8,213,12
1405,1,3,492,571,19
1406,4,2,369,61,18
1407,2,2,735,404,21
1408,1,1,83,309,6
1409,5,2,579,335,9
1410,3,1,199,242,5
1411,4,3,250,471,22
1412,1,3,431,227,22
1413,4,1,232,114,4
1414,1,3,722,420,14
1415,3,1,733,240,9
1416,1,2,404,253,21
1417,2,2,477,593,2
1418,4,2,259,153,15
1419,5,3,723,594,22
1420,3,1,599,482,22
1421,2,1,743,546,19
1422,3,2,613,512,17
1423,2,3,501,229,8
1424,1,3,169,27,22
1425,4,2,282,319,7
1426,4,3,93,366,18
1427,5,1,408,507,23
1428,2,1,699,245,23
1429,4,3,137,474,17
1430,3,2,427,64,8
1431,2,2,429,322,25
1432,5,3,160,216,4
1433,2,2,452,405,17
1434,5,3,65,237,16
1435,1,3,767,17,9
1436,4,2,284,431,21
1437,4,3,722,348,14
1438,5,3,152,150,10
1439,5,2,178,565,7
1440,2,1,564,588,20
1441,4,3,666,405,7
1442,1,1,646,544,16
1443,2,2,669,566,22
1444,2,3,189,278,18
1445,3,2,501,367,21
1446,4,3,767,576,19
1447,4,2,281,429,18
1448,3,1,8,507,7
1449,2,2,674,114,23
1450,1,1,626,120,8
1451,5,1,16,302,15
1452,3,3,516,429,2
1453,3,3,298,438,20
1454,4,2,387,105,17
1455,2,3,606,24,16
1456,1,2,673,267,25
1457,3,1,688,485,8
1458,3,2,315,271,23
1459,4,1,609,408,15
1460,1,1,194,160,4
1461,5,2,137,558,12
1462,3,3,2,231,2
1463,4,2,572,210,16
1464,5,3,474,527,16
1465,4,2,120,276,23
1466,2,1,74,381,19
1467,5,1,139,27,3
1468,1,2,660,101,14
1469,1,1,599,300,7
1470,2,2,683,125,10
1471,1,1,753,128,11
1472,4,3,225,254,4
1473,5,2,586,197,1
1474,4,2,295,21,21
1475,1,1,213,39,11
1476,2,2,109,52,15
1477,3,1,60,181,22
1478,5,2,385,495,22
1479,2,2,730,34,10
1480,5,1,688,565,8
1481,3,2,510,73,24
1482,5,2,629,567,25
1483,1,2,90,257,7
1484,2,3,599,447,24
1485,1,1,229,44,12
1486,5,2,583,434,13
1487,4,2,459,500,1
1488,5,2,407,285,4
1489,2,1,34,570,2
1490,1,1,704,360,16
1491,4,1,194,553,24
1492,4,2,792,175,3
1493,2,1,482,57,8
1494,2,3,110,518,13
1495,3,2,377,346,24
1496,1,2,799,518,24
1497,4,3,282,374,13
1498,4,2,767,116,1
1499,1,2,169,475,8
1500,2,3,671,237,7
1501,3,1,448,520,10
1502,5,1,217,154,7
1503,1,3,747,501,4
1504,3,2,542,241,10
1505,2,3,773,499,10
1506,1,3,509,395,6
1507,4,3,771,162,5
1508,1,3,595,523,15
1509,1,1,426,140,24
1510,2,3,634,577,22
1511,1,1,252,530,5
1512,5,3,524,536,11
1513,5,2,275,259,12
1514,5,1,767,563,12
1515,4,1,351,413,23
1516,3,1,484,4,13
1517,3,3,542,174,18
1518,5,1,312,255,7
1519,2,2,698,595,9
1520,4,2,449,309,10
1521,1,2,126,571,4
1522,5,3,272,72,14
1523,2,3,595,392,7
1524,1,3,485,324,2
1525,2,1,674,534,2
1526,2,2,387,350,22
1527,5,2,586,548,5
1528,5,1,309,282,15
1529,3,2,247,207,20
1530,2,1,659,486,21
1531,3,3,87,550,13
1532,4,2,116,54,10
1533,3,1,378,79,25
1534,3,3,332,290,11
1535,4,3,441,107,8
1536,1,3,382,65,8
1537,2,2,160,205,19
1538,4,1,425,452,1
1539,2,3,325,12,15
1540,1,3,538,35,10
1541,5,2,584,199,25
1542,4,1,747,593,4
1543,4,3,703,451,10
1544,2,1,18,526,16
1545,2,3,789,309,25
1546,2,1,249,498,12
1547,3,2,204,564,1
1548,4,1,60,110,5
1549,5,1,696,375,6
1550,2,2,149,546,12
1551,1,3,689,478,21
1552,4,2,336,367,22
1553,1,2,529,175,23
1554,3,3,417,561,4
1555,1,3,31,492,18
1556,1,2,634,129,23
1557,5,2,342,259,10
1558,5,1,797,406,5
1559,1,2,204,39,22
1560,5,1,281,80,24
1561,2,2,577,558,20
1562,2,2,65,21,25
1563,1,1,122,450,5
1564,4,3,479,3,24
1565,2,3,302,203,2
1566,4,3,149,45,13
1567,5,3,98,93,24
1568,1,3,29,65,13
1569,3,2,13,213,17
1570,3,3,132,481,12
1571,1,3,230,575,21
1572,2,1,265,318,16
1573,4,2,407,92,2
1574,3,3,100,222,8
1575,4,3,608,434,4
1576,3,2,232,247,5
1577,2,3,270,83,22
1578,3,2,467,188,19
1579,5,1,142,40,11
1580,5,1,33,68,12
1581,4,1,576,556,10
1582,5,2,777,312,19
1583,1,2,380,65,25
1584,3,3,89,98,15
1585,5,2,745,311,2
1586,5,1,66,510,8
1587,1,3,243,289,17
1588,2,3,335,549,1
1589,2,2,155,555,16
1590,2,2,277,499,1
1591,3,2,140,34,14
1592,1,2,776,240,21
1593,3,2,109,57,11
1594,1,1,625,464,19
1595,3,3,111,323,8
1596,4,1,709,333,5
1597,3,1,352,334,23
1598,5,2,27,116,25
1599,4,1,150,461,9
1600,2,3,648,428,15
1601,5,3,716,276,15
1602,3,1,635,434,16
1603,3,3,544,557,2
1604,5,3,70,458,2
1605,4,3,60,215,22
1606,4,3,124,193,23
1607,4,2,219,22,13
1608,2,1,452,127,11
1609,4,2,76,492,25
1610,1,3,58,544,7
1611,2,3,640,535,25
1612,4,3,327,500,19
1613,3,2,695,166,14
1614,2,1,411,487,7
1615,5,2,271,133,13
1616,1,2,194,505,14
1617,5,2,267,372,1
1618,3,3,770,365,6
1619,4,2,734,216,17
1620,2,1,18,381,1
1621,4,2,498,313,15
1622,1,3,289,201,1
1623,3,1,224,310,13
1624,5,1,63,314,11
1625,3,2,735,393,19
1626,1,2,405,310,22
1627,2,1,11,254,11
1628,5,3,166,553,20
1629,3,1,445,260,7
1630,2,3,66,508,8
1631,5,3,695,93,7
1632,2,3,110,593,2
1633,2,2,718,568,18
1634,4,3,101,317,24
1635,2,1,20,492,19
1636,2,3,443,297,25
1637,1,3,696,51,18
1638,1,2,223,496,3
1639,4,2,320,454,16
1640,1,2,431,45,5
1641,5,2,588,213,2
1642,3,1,598,450,3
1643,1,1,472,476,6
1644,3,2,331,529,3
1645,2,2,667,409,23
1646,4,2,493,1,3
1647,4,1,393,135,17
1648,3,2,460,257,14
1649,3,2,524,144,16
1650,2,3,318,165,16
1651,3,2,502,434,14
1652,5,2,765,151,19
1653,3,1,178,323,12
1654,3,2,507,324,11
1655,3,1,629,170,9
1656,3,3,347,209,12
1657,5,3,482,154,7
1658,4,1,205,333,25
1659,5,3,381,421,19
1660,1,2,157,131,12
1661,4,1,760,317,15
1662,4,2,516,49,6
1663,1,1,739,514,9
1664,1,1,755,304,11
1665,1,1,634,450,22
1666,5,3,521,346,18
1667,2,2,354,581,18
1668,2,2,87,415,7
1669,5,2,726,306,18
1670,3,3,785,17,24
1671,5,2,552,77,14
1672,2,1,48,427,5
1673,1,1,326,46,15
1674,5,1,125,125,5
1675,5,3,704,70,17
1676,3,1,446,196,4
1677,1,2,484,252,4
1678,3,2,476,82,15
1679,3,3,77,152,23
1680,1,3,87,254,17
1681,3,1,286,171,14
1682,1,1,88,301,7
1683,4,3,276,512,5
1684,5,1,617,24,23
1685,3,3,119,397,10
1686,3,1,8,247,21
1687,4,2,518,537,3
1688,2,3,153,261,5
1689,3,3,730,375,20
1690,3,2,688,50,9
1691,4,3,607,412,20
1692,1,3,716,93,2
1693,1,1,735,376,5
1694,5,2,49,315,15
1695,2,3,712,484,16
1696,3,1,780,514,19
1697,4,3,796,412,15
1698,2,1,713,465,6
1699,1,3,508,460,9
1700,4,2,321,550,22
1701,5,2,392,220,4
1702,2,1,298,258,25
1703,1,1,216,272,4
1704,2,1,461,443,5
1705,4,2,619,64,16
1706,4,1,320,447,5
1707,1,1,153,111,23
1708,1,3,39,595,17
1709,2,1,357,313,21
1710,4,1,56,578,6
1711,4,2,96,444,3
1712,1,3,418,162,19
1713,2,2,459,33,25
1714,4,1,466,48,7
1715,2,2,749,322,25
1716,5,3,536,458,22
1717,5,3,251,546,1
1718,2,2,666,569,22
1719,2,3,576,142,13
1720,1,3,348,534,3
1721,5,2,565,359,3
1722,3,2,392,437,12
1723,4,2,59,146,21
1724,1,3,370,266,20
1725,3,2,180,474,20
1726,1,3,43,303,12
1727,4,2,689,300,7
1728,3,2,645,585,15
1729,5,1,96,518,8
1730,4,2,487,469,7
1731,4,3,675,525,9
1732,2,3,641,264,17
1733,5,2,591,378,11
1734,3,2,289,599,15
1735,5,1,312,356,22
1736,4,1,373,244,9
1737,5,2,82,506,22
1738,5,3,780,590,15
1739,3,3,21,463,23
1740,3,1,250,104,22
1741,2,1,20,411,25
1742,2,1,437,438,25
1743,2,2,395,478,16
1744,2,2,651,63,5
1745,4,2,698,236,17
1746,2,3,642,248,24
1747,4,1,312,126,20
1748,2,1,82,52,11
1749,2,3,30,104,1
1750,4,3,175,493,20
1751,1,1,33,280,2
1752,1,1,647,52,17
1753,2,2,660,520,8
1754,2,3,590,317,23
1755,2,3,351,413,14
1756,1,2,152,100,12
1757,2,3,533,312,12
1758,4,3,702,190,1
1759,1,1,118,257,18
1760,1,2,264,164,4
1761,4,3,430,476,23
1762,1,2,692,28,13
1763,1,2,534,280,19
1764,2,3,343,478,11
1765,4,3,391,54,7
1766,4,3,597,323,13
1767,4,2,365,474,6
1768,3,2,532,233,8
1769,5,1,564,397,17
1770,4,3,401,417,15
1771,4,1,99,160,18
1772,1,2,282,498,9
1773,3,3,6,320,17
1774,1,1,63,291,11
1775,4,1,587,593,2
1776,3,2,468,263,23
1777,4,2,412,304,3
1778,3,1,81,180,13
1779,4,2,18,114,18
1780,3,1,335,187,13
1781,1,3,24,597,21
1782,2,2,320,5,16
1783,2,3,34,249,9
1784,3,1,747,150,22
1785,5,2,779,348,21
1786,3,2,768,160,21
1787,3,3,337,489,2
1788,5,1,38,87,24
1789,2,3,291,448,11
1790,3,2,468,16,20
1791,4,1,69,338,19
1792,5,2,167,488,1
1793,4,2,96,459,1
1794,1,3,596,67,7
1795,1,3,438,505,25
1796,5,3,754,116,11
1797,5,2,452,472,1
1798,4,3,730,7,5
1799,1,1,494,359,10
1800,2,1,413,105,5
1801,1,2,463,172,22
1802,4,1,732,61,19
1803,1,1,48,380,7
1804,3,1,698,55,18
1805,3,1,404,591,7
1806,5,1,109,24,22
1807,4,2,647,408,14
1808,1,3,432,592,25
1809,4,1,414,273,6
1810,5,2,248,354,3
1811,2,1,166,300,9
1812,2,2,212,39,18
1813,1,2,568,429,24
1814,2,2,234,21,2
1815,3,1,541,592,3
1816,1,3,440,233,1
1817,3,2,702,7,20
1818,1,3,48,281,20
1819,1,2,694,271,24
1820,5,3,468,280,3
1821,5,2,501,377,3
1822,3,3,210,278,11
1823,3,1,97,432,18
1824,1,2,658,50,11
1825,5,2,652,519,22
1826,5,3,690,525,17
1827,3,1,560,33,15
1828,5,2,159,105,17
1829,2,3,585,437,3
1830,2,2,542,577,9
1831,4,2,121,403,13
1832,5,2,284,339,7
1833,1,1,562,314,14
1834,1,2,311,283,19
1835,4,3,661,162,1
1836,1,1,684,590,1
1837,1,1,624,467,22
1838,4,1,632,140,13
1839,3,1,357,275,15
1840,5,1,261,84,9
1841,5,3,58,331,15
1842,2,1,701,48,3
1843,3,1,627,544,10
1844,2,3,792,449,18
1845,3,2,247,336,15
1846,5,2,668,486,24
1847,5,2,484,447,1
1848,2,3,91,110,2
1849,5,3,609,50,16
1850,3,3,657,405,16
1851,1,3,37,411,25
1852,1,2,115,282,25
1853,4,2,167,520,4
1854,2,3,255,367,21
1855,4,2,267,190,6
1856,3,1,74,154,7
1857,3,2,558,329,25
1858,5,1,82,152,13
1859,3,3,111,535,6
1860,1,2,175,57,6
1861,3,1,435,293,2
1862,4,1,758,196,25
1863,5,3,197,371,6
1864,3,1,187,110,18
1865,2,3,726,340,23
1866,3,1,313,550,3
1867,3,3,491,240,17
1868,3,3,219,27,8
1869,1,2,517,469,15
1870,3,2,724,3,2
1871,4,3,223,193,12
1872,2,3,418,340,2
1873,4,2,656,139,25
1874,5,3,747,57,12
1875,5,3,57,185,8
1876,3,3,771,389,20
1877,1,2,662,8,18
1878,2,2,490,22,4
1879,5,3,11,591,16
1880,4,2,70,267,6
1881,1,1,603,81,15
1882,2,3,338,102,6
1883,1,2,424,249,7
1884,1,3,428,122,18
1885,5,3,388,424,7
1886,5,3,79,124,14
1887,2,1,791,139,3
1888,1,2,353,344,17
1889,2,2,693,304,25
1890,3,1,419,488,23
1891,5,3,548,256,11
1892,2,1,22,579,23
1893,3,1,700,204,18
1894,3,3,296,186,18
1895,2,2,697,180,13
1896,5,2,638,218,20
1897,5,2,242,317,9
1898,2,3,563,318,20
1899,1,2,427,38,5
1900,2,1,493,158,13
1901,4,1,42,379,17
1902,2,3,777,339,1
1903,3,2,792,382,4
1904,4,3,611,32,1
1905,4,2,180,36,16
1906,4,3,587,534,22
1907,4,1,377,352,7
1908,3,2,407,545,10
1909,3,3,464,501,17
1910,3,1,680,184,24
1911,3,3,51,437,23
1912,2,3,738,388,22
1913,3,1,754,193,8
1914,2,1,543,63,22
1915,3,1,470,189,23
1916,3,1,368,190,6
1917,2,1,289,51,17
1918,3,3,554,481,19
1919,4,1,26,199,18
1920,2,3,784,411,25
1921,3,1,485,520,4
1922,1,3,73,229,12
1923,2,2,260,378,14
1924,3,2,83,273,19
1925,3,1,436,304,10
1926,5,2,140,197,17
1927,4,1,667,570,1
1928,4,1,772,541,3
1929,5,3,366,253,12
1930,4,2,627,386,18
1931,3,1,713,335,16
1932,2,3,420,419,24
1933,1,3,64,150,7
1934,5,1,489,73,22
1935,4,2,688,85,8
1936,4,1,114,431,18
1937,5,1,522,120,10
1938,5,2,397,239,21
1939,1,3,337,225,9
1940,5,1,281,261,9
1941,4,3,677,324,14
1942,3,3,6,322,21
1943,5,3,618,153,17
1944,5,1,569,122,14
1945,1,3,122,431,3
1946,3,2,207,455,20
1947,4,1,337,516,24
1948,1,3,637,491,9
1949,5,2,149,232,24
1950,3,1,626,18,8
1951,4,3,48,367,2
1952,1,2,329,373,2
1953,2,1,213,445,8
1954,5,1,61,156,23
1955,1,3,790,541,21
1956,1,3,66,243,18
1957,3,2,782,69,4
1958,2,1,247,375,19
1959,4,3,120,433,4
1960,2,2,275,455,8
1961,4,3,539,143,17
1962,1,3,32,138,13
1963,5,1,603,213,7
1964,4,3,376,377,15
1965,1,2,160,254,10
1966,5,2,701,314,1
1967,3,3,123,269,23
1968,1,1,336,418,19
1969,4,3,481,506,11
1970,1,3,673,317,20
1971,2,1,703,511,17
1972,2,1,371,128,5
1973,4,3,299,21,23
1974,5,1,420,381,5
1975,4,1,349,7,14
1976,1,2,782,374,3
1977,5,1,584,23,21
1978,5,2,672,446,4
1979,2,2,750,226,6
1980,4,3,194,68,5
1981,1,3,402,588,13
1982,4,1,170,239,16
1983,5,1,2,187,3
1984,1,2,252,347,2
1985,4,2,359,494,10
1986,3,1,18,65,13
1987,5,1,93,11,5
1988,1,1,780,26,3
1989,5,2,324,113,6
1990,1,1,572,356,7
1991,3,3,423,96,19
1992,5,1,602,573,11
1993,4,2,7,599,7
1994,2,1,786,46,2
1995,2,3,340,314,7
1996,4,1,28,444,19
1997,2,2,682,511,24
1998,2,1,269,28,19
1999,3,1,54,248,13
2000,3,3,113,136,4
2001,1,3,314,408,15
2002,1,1,9,292,18
2003,1,2,779,514,2
2004,3,3,318,134,12
2005,2,2,161,186,1
2006,2,2,443,379,16
2007,1,3,57,267,6
2008,1,1,330,446,7
2009,4,3,6,421,8
2010,4,3,135,96,2
2011,5,1,130,94,18
2012,3,2,380,431,20
2013,5,3,267,502,1
2014,3,3,176,570,6
2015,5,2,421,118,23
2016,1,2,180,598,9
2017,5,1,439,42,2
2018,3,3,426,260,7
2019,2,2,376,85,13
2020,1,1,598,555,1
2021,4,3,372,216,15
2022,3,2,582,509,10
2023,2,3,172,358,14
2024,4,1,429,336,11
2025,3,3,7,13,1
2026,3,1,411,75,14
2027,4,3,368,378,11
2028,1,2,194,244,23
2029,1,2,199,531,15
2030,3,2,153,586,15
2031,5,1,743,115,25
2032,3,2,740,277,25
2033,2,2,161,82,19
2034,3,2,154,82,7
2035,4,1,281,217,5
2036,2,2,721,317,11
2037,3,1,250,593,17
2038,1,2,300,34,23
2039,5,3,762,527,24
2040,3,1,550,260,18
2041,4,3,340,472,3
2042,3,1,106,427,23
2043,5,2,121,165,25
2044,4,2,447,116,8
2045,1,3,95,500,1
2046,4,1,312,503,11
2047,3,3,606,200,1
2048,2,3,559,339,24
2049,5,1,56,381,12
2050,3,3,485,89,5
2051,2,3,255,103,12
2052,5,2,312,560,6
2053,4,3,708,63,16
2054,4,1,550,482,15
2055,4,3,71,52,2
2056,1,3,701,360,15
2057,5,1,683,486,11
2058,5,3,299,204,4
2059,2,1,752,253,18
2060,4,3,49,331,2
2061,5,1,441,438,1
2062,2,2,119,286,9
2063,1,1,337,269,6
2064,3,3,728,417,24
2065,4,1,190,96,14
2066,4,2,465,268,13
2067,1,1,526,528,16
2068,1,2,417,465,16
2069,1,3,440,68,20
2070,5,1,340,250,24
2071,1,2,608,435,18
2072,3,2,700,264,19
2073,4,3,487,203,14
2074,3,2,21,435,9
2075,4,2,388,526,22
2076,3,1,464,127,19
2077,5,3,698,188,6
2078,3,2,733,506,21
2079,4,3,736,241,3
2080,2,1,332,72,7
2081,3,3,464,591,23
2082,5,2,173,253,18
2083,3,3,430,444,4
2084,5,3,329,214,20
2085,5,3,720,433,4
2086,3,1,590,596,22
2087,2,1,29,374,4
2088,5,2,439,587,14
2089,2,3,195,562,10
2090,1,3,246,495,25
2091,3,2,26,228,12
2092,1,2,739,558,8
2093,4,1,460,303,10
2094,4,2,3,454,9
2095,5,3,209,214,5
2096,2,1,681,100,6
2097,5,3,144,556,25
2098,1,2,203,540,12
2099,2,1,705,539,1
2100,5,2,218,560,19
2101,5,1,781,254,18
2102,4,3,578,56,4
2103,5,3,209,271,4
2104,2,2,367,397,18
2105,3,1,797,136,13
2106,2,2,10,143,12
2107,3,2,725,468,20
2108,5,1,149,239,7
2109,1,2,748,472,16
2110,5,2,794,190,1
2111,2,2,454,595,4
2112,1,3,95,93,9
2113,4,3,734,368,22
2114,1,1,781,91,6
2115,3,1,344,383,13
2116,2,2,783,266,6
2117,3,1,346,290,23
2118,4,1,631,156,15
2119,4,3,634,502,19
2120,4,3,162,423,21
2121,3,2,475,559,9
2122,4,3,788,270,24
2123,1,1,239,181,11
2124,5,1,420,134,7
2125,1,2,258,543,21
2126,5,1,207,568,4
2127,3,2,29,328,5
2128,3,2,603,593,5
2129,5,1,640,567,4
2130,4,3,689,324,23
2131,5,1,700,171,17
2132,1,3,125,444,14
2133,5,1,97,212,17
2134,4,3,441,250,19
2135,5,3,245,307,10
2136,5,3,281,191,8
2137,5,3,490,384,23
2138,3,3,568,92,24
2139,2,1,677,272,1
2140,1,3,627,102,11
2141,1,3,24,215,10
2142,2,1,555,561,21
2143,3,2,760,223,20
2144,4,3,400,427,13
2145,3,3,324,32,5
2146,5,1,601,319,9
2147,4,1,531,271,18
2148,5,2,187,284,4
2149,4,2,263,498,24
2150,5,3,94,20,3
2151,3,2,608,32,23
2152,3,2,479,89,14
2153,4,3,95,450,17
2154,2,2,274,3,4
2155,1,3,692,374,6
2156,3,1,280,458,4
2157,4,3,281,178,16
2158,3,3,466,399,25
2159,2,3,355,20,20
2160,1,3,754,25,21
2161,1,2,273,50,23
2162,1,1,291,58,6
2163,1,1,362,395,5
2164,1,3,311,91,9
2165,4,1,325,580,2
2166,2,3,246,460,7
2167,1,1,525,44,25
2168,5,3,764,301,24
2169,2,2,18,248,4
2170,2,2,723,203,7
2171,3,3,655,241,18
2172,2,1,576,358,16
2173,5,2,786,503,1
2174,5,1,712,335,9
2175,5,1,352,19,2
2176,2,1,137,252,1
2177,1,2,591,297,3
2178,2,1,58,16,9
2179,1,1,597,421,2
2180,2,2,503,304,22
2181,2,3,577,388,5
2182,1,2,10,251,9
2183,3,3,228,44,14
2184,1,3,22,276,11
2185,5,2,118,475,15
2186,3,3,50,410,9
2187,1,2,484,557,19
2188,4,2,332,205,2
2189,1,2,580,558,8
2190,2,1,762,230,24
2191,4,2,682,427,9
2192,5,2,758,415,2
2193,3,1,181,503,17
2194,4,1,85,301,21
2195,1,1,540,355,17
2196,1,1,759,162,3
2197,5,3,720,181,24
2198,1,2,376,467,21
2199,4,2,19,223,9
2200,1,1,89,509,15
2201,1,1,126,144,15
2202,4,3,11,369,15
2203,2,3,667,138,5
2204,1,2,517,496,9
2205,1,3,181,535,18
2206,2,1,535,498,9
2207,1,3,422,11,24
2208,5,3,281,356,11
2209,1,2,706,445,10
2210,4,2,465,152,21
2211,3,2,491,413,2
2212,4,1,664,354,1
2213,4,1,496,107,15
2214,1,2,455,535,20
2215,2,1,624,268,7
2216,3,2,325,444,1
2217,1,2,410,316,18
2218,2,1,530,442,13
2219,3,3,88,567,18
2220,3,3,661,244,24
2221,3,1,714,221,12
2222,2,3,337,507,20
2223,4,3,618,211,17
2224,5,3,327,92,6
2225,2,1,174,572,14
2226,3,3,146,139,25
